time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1667255121951006200,0.057006103515625,-0.9745681285858154,-0.03955110162496567,-0.10395314544439316,0.1945415437221527,-0.21992255747318268,-0.03665228188037872,2.7434887886047363
1667255121955964700,0.061964599609375,-0.9744095206260681,-0.03973216190934181,-0.10560659319162369,0.19440853595733643,-0.22325310111045837,-0.03637716919183731,2.7436578273773193
1667255121960923100,0.066923095703125,-0.9742448925971985,-0.03979046270251274,-0.10711125284433365,0.1943986564874649,-0.22624531388282776,-0.035894449800252914,2.743612289428711
1667255121965881600,0.071881591796875,-0.974077582359314,-0.03973820433020592,-0.10857758671045303,0.1944340318441391,-0.2291189730167389,-0.03520110249519348,2.743504047393799
1667255121970840300,0.07684033203125,-0.9739104509353638,-0.03976381570100784,-0.11009911447763443,0.19441047310829163,-0.23213158547878265,-0.034650884568691254,2.743494987487793
1667255121975798800,0.081798828125,-0.9737458825111389,-0.0397171750664711,-0.11174491047859192,0.1943054348230362,-0.23535791039466858,-0.03393009677529335,2.743666172027588
1667255121980757200,0.08675732421875,-0.9735886454582214,-0.03956280276179314,-0.11338485777378082,0.19417469203472137,-0.238528773188591,-0.03300884738564491,2.7439184188842773
1667255121985715700,0.0917158203125,-0.9734078645706177,-0.04037108272314072,-0.11502021551132202,0.193952739238739,-0.2420792281627655,-0.033984627574682236,2.744107484817505
1667255121990674400,0.09667431640625,-0.9732041954994202,-0.04210959002375603,-0.11666012555360794,0.1936253160238266,-0.24601413309574127,-0.03679405152797699,2.7442591190338135
1667255121995633000,0.1016328125,-0.9729796648025513,-0.04451795667409897,-0.11832530796527863,0.19320417940616608,-0.25027012825012207,-0.04091966524720192,2.7444050312042236
1667255122000591400,0.10659130859375,-0.9727447628974915,-0.047289300709962845,-0.11994771659374237,0.19272765517234802,-0.2545902132987976,-0.04578235000371933,2.7445428371429443
1667255122005549800,0.1115498046875,-0.9725074768066406,-0.05015075206756592,-0.12170370668172836,0.19209975004196167,-0.2592070400714874,-0.05080731585621834,2.744929790496826
1667255122010508300,0.11650830078125,-0.9722804427146912,-0.05281945317983627,-0.12372391670942307,0.19124144315719604,-0.2642570734024048,-0.05541672185063362,2.7457969188690186
1667255122015467000,0.121467041015625,-0.9720774292945862,-0.05499952659010887,-0.12591779232025146,0.19022402167320251,-0.26944053173065186,-0.05905674025416374,2.747093439102173
1667255122020425500,0.126425537109375,-0.9719034433364868,-0.0565936453640461,-0.12812863290309906,0.18916626274585724,-0.2744130492210388,-0.06157078221440315,2.7486257553100586
1667255122025384000,0.131384033203125,-0.9717482924461365,-0.05769753456115723,-0.1302807331085205,0.18815746903419495,-0.2790699601173401,-0.06315033882856369,2.7501986026763916
1667255122030342700,0.1363427734375,-0.9715911746025085,-0.05854609236121178,-0.13240183889865875,0.18722379207611084,-0.2835652828216553,-0.06423234194517136,2.7516915798187256
1667255122035301000,0.141301025390625,-0.971411943435669,-0.059315025806427,-0.13462002575397491,0.18632768094539642,-0.2882235646247864,-0.06511778384447098,2.7531206607818604
1667255122040259600,0.146259521484375,-0.9712040424346924,-0.0600787028670311,-0.1368667185306549,0.18552832305431366,-0.2929435074329376,-0.0659598708152771,2.754348039627075
1667255122045218000,0.151218017578125,-0.9709603786468506,-0.06084228679537773,-0.1390914022922516,0.1848992258310318,-0.2976320683956146,-0.0667647048830986,2.7552270889282227
1667255122050176800,0.1561767578125,-0.9706791043281555,-0.061488810926675797,-0.14123554527759552,0.18453644216060638,-0.3021318316459656,-0.06729638576507568,2.7556071281433105
1667255122055135200,0.16113525390625,-0.9703375697135925,-0.062204498797655106,-0.1434866487979889,0.1843559890985489,-0.30688637495040894,-0.06786555796861649,2.755584955215454
1667255122060093700,0.16609375,-0.9699227213859558,-0.06315168738365173,-0.14592738449573517,0.1843012273311615,-0.3121235966682434,-0.06876951456069946,2.7552125453948975
1667255122065052200,0.17105224609375,-0.9694337248802185,-0.06441932171583176,-0.1485096514225006,0.1843726933002472,-0.31778621673583984,-0.07019590586423874,2.7544567584991455
1667255122070010600,0.1760107421875,-0.9688549637794495,-0.06600359082221985,-0.1514918953180313,0.18442833423614502,-0.3243796229362488,-0.07207942008972168,2.7535805702209473
1667255122074969300,0.18096923828125,-0.9681897759437561,-0.06784021854400635,-0.15491463243961334,0.18441195785999298,-0.3319568634033203,-0.07429651916027069,2.7527081966400146
1667255122079927800,0.185927734375,-0.9674603939056396,-0.06988604366779327,-0.15869475901126862,0.18426135182380676,-0.3403327465057373,-0.0768168643116951,2.7519776821136475
1667255122084886300,0.19088623046875,-0.9666962623596191,-0.07203660905361176,-0.16273504495620728,0.18391931056976318,-0.34926724433898926,-0.0794985294342041,2.751542329788208
1667255122089844700,0.1958447265625,-0.9659311175346375,-0.07413487136363983,-0.1668703854084015,0.18339961767196655,-0.3583662211894989,-0.08210262656211853,2.751444101333618
1667255122094803200,0.20080322265625,-0.9651999473571777,-0.07605921477079391,-0.1708553284406662,0.18279092013835907,-0.36709389090538025,-0.08446348458528519,2.7515745162963867
1667255122099762000,0.205761962890625,-0.964544415473938,-0.07770679146051407,-0.17445719242095947,0.18215501308441162,-0.37494415044784546,-0.08645445108413696,2.7518773078918457
1667255122104720400,0.210720458984375,-0.9639856815338135,-0.07907470315694809,-0.17757129669189453,0.1815136969089508,-0.3817051649093628,-0.08810446411371231,2.7523281574249268
1667255122109678800,0.215678955078125,-0.9635347127914429,-0.08007893711328506,-0.18019109964370728,0.18088515102863312,-0.3873263895511627,-0.08924832195043564,2.7529361248016357
1667255122114637300,0.22063720703125,-0.9632154703140259,-0.08057386428117752,-0.18220925331115723,0.18034294247627258,-0.39153406023979187,-0.08961959928274155,2.753634452819824
1667255122119596000,0.225595947265625,-0.9630564451217651,-0.0804748684167862,-0.18340979516506195,0.18001915514469147,-0.3938688039779663,-0.08908692002296448,2.7542221546173096
1667255122124554500,0.230554443359375,-0.9630380868911743,-0.07987972348928452,-0.1839022934436798,0.17987999320030212,-0.39458853006362915,-0.08780653029680252,2.7547175884246826
1667255122129513000,0.235512939453125,-0.9631170034408569,-0.07891871780157089,-0.18393726646900177,0.1798458993434906,-0.39424464106559753,-0.08596102893352509,2.7552006244659424
1667255122134471400,0.240471435546875,-0.9632543325424194,-0.07770861685276031,-0.18369433283805847,0.17988553643226624,-0.39324530959129333,-0.08371616154909134,2.7556650638580322
1667255122139430100,0.24543017578125,-0.9634072780609131,-0.07640283554792404,-0.1834104359149933,0.17991548776626587,-0.3921244442462921,-0.08130689710378647,2.756190299987793
1667255122144388600,0.250388671875,-0.963548481464386,-0.07513410598039627,-0.1832275390625,0.1798800379037857,-0.39121878147125244,-0.07895476371049881,2.756819486618042
1667255122149347000,0.25534716796875,-0.9636602401733398,-0.07400790601968765,-0.1832922101020813,0.17968249320983887,-0.3908592164516449,-0.0768437534570694,2.757690906524658
1667255122154305500,0.260305419921875,-0.9637189507484436,-0.07312601059675217,-0.18373408913612366,0.17927667498588562,-0.39134475588798523,-0.07513806223869324,2.758845806121826
1667255122159264300,0.26526416015625,-0.9637206196784973,-0.07254093885421753,-0.18442894518375397,0.17879122495651245,-0.3924575448036194,-0.07393719255924225,2.7600159645080566
1667255122164222700,0.27022265625,-0.9636498689651489,-0.07233130186796188,-0.18535728752613068,0.1782969981431961,-0.3941952586174011,-0.07337262481451035,2.7610273361206055
1667255122169181200,0.27518115234375,-0.9634953737258911,-0.07256339490413666,-0.18653596937656403,0.17780759930610657,-0.39661943912506104,-0.07356029748916626,2.761821985244751
1667255122174139600,0.2801396484375,-0.9632588028907776,-0.07325734198093414,-0.1879580169916153,0.17730659246444702,-0.3997231125831604,-0.07454820722341537,2.762421131134033
1667255122179098000,0.28509814453125,-0.962944507598877,-0.07440652698278427,-0.1896500587463379,0.17673259973526,-0.403553307056427,-0.07633813470602036,2.7629427909851074
1667255122184056800,0.290056884765625,-0.9625679850578308,-0.07597670704126358,-0.1916055977344513,0.17600488662719727,-0.4080781042575836,-0.0789002850651741,2.7635557651519775
1667255122189015300,0.295015380859375,-0.9621554613113403,-0.07787652313709259,-0.1937289834022522,0.1751032918691635,-0.41306668519973755,-0.08210568875074387,2.7643396854400635
1667255122193973800,0.299973876953125,-0.9617345333099365,-0.07993370294570923,-0.19591566920280457,0.17405253648757935,-0.4182392358779907,-0.08565546572208405,2.765324354171753
1667255122198932200,0.30493212890625,-0.9613280892372131,-0.08194975554943085,-0.19810250401496887,0.17288123071193695,-0.42338722944259644,-0.08918296545743942,2.7665460109710693
1667255122203891000,0.309890869140625,-0.9609509110450745,-0.08379809558391571,-0.20024262368679047,0.1716221123933792,-0.42836466431617737,-0.09245122224092484,2.768003463745117
1667255122208849400,0.314849365234375,-0.9606071710586548,-0.08547019958496094,-0.2023281753063202,0.17027030885219574,-0.4331505298614502,-0.09545048326253891,2.76971435546875
1667255122213807900,0.319807861328125,-0.9603044986724854,-0.0869588851928711,-0.2043260633945465,0.1688319593667984,-0.4376745820045471,-0.09817812591791153,2.771676540374756
1667255122218766300,0.324766357421875,-0.9600421786308289,-0.0882742777466774,-0.20627056062221527,0.16726961731910706,-0.4420057237148285,-0.1006583645939827,2.7739593982696533
1667255122223724800,0.329724853515625,-0.959822416305542,-0.08944327384233475,-0.2081422209739685,0.1655828207731247,-0.4461151957511902,-0.1029515266418457,2.776555299758911
1667255122228683500,0.33468359375,-0.9596367478370667,-0.0904594287276268,-0.20997871458530426,0.16377830505371094,-0.45007649064064026,-0.10502945631742477,2.779452085494995
1667255122233642000,0.33964208984375,-0.9594780802726746,-0.091335728764534,-0.21178966760635376,0.16187864542007446,-0.45391666889190674,-0.10690432786941528,2.782599687576294
1667255122238600400,0.344600341796875,-0.95933997631073,-0.09207787364721298,-0.2135775238275528,0.15991602838039398,-0.4576464891433716,-0.10857221484184265,2.7859323024749756
1667255122243559000,0.349558837890625,-0.9592230319976807,-0.0926600769162178,-0.21530097723007202,0.15795807540416718,-0.46117886900901794,-0.10996780544519424,2.789335012435913
1667255122248517600,0.354517578125,-0.9591268301010132,-0.09307162463665009,-0.2169361114501953,0.15605150163173676,-0.4644666016101837,-0.11105671525001526,2.7927255630493164
1667255122253476000,0.35947607421875,-0.9590372443199158,-0.09334328770637512,-0.21853390336036682,0.15419980883598328,-0.4676271080970764,-0.11187684535980225,2.7960774898529053
1667255122258434600,0.3644345703125,-0.9589458107948303,-0.0935145691037178,-0.2201092392206192,0.15241362154483795,-0.4707086682319641,-0.1124926209449768,2.799349784851074
1667255122263393000,0.36939306640625,-0.9588444232940674,-0.09362873435020447,-0.22167275846004486,0.15070560574531555,-0.4737524092197418,-0.1129763051867485,2.8024942874908447
1667255122268351700,0.374351806640625,-0.9587247371673584,-0.09368982911109924,-0.2232547551393509,0.14908523857593536,-0.476823091506958,-0.11331990361213684,2.805488109588623
1667255122273310200,0.379310302734375,-0.958589494228363,-0.09368625283241272,-0.22483496367931366,0.14757457375526428,-0.47987762093544006,-0.11349698901176453,2.8082964420318604
1667255122278268700,0.3842685546875,-0.9584393501281738,-0.0936175063252449,-0.22640982270240784,0.14617936313152313,-0.482909619808197,-0.1135040745139122,2.8109095096588135
1667255122283227100,0.38922705078125,-0.9582682251930237,-0.09346768260002136,-0.22803418338298798,0.14486610889434814,-0.4860214591026306,-0.11330766975879669,2.813396692276001
1667255122288185600,0.394185546875,-0.9580674767494202,-0.0932641327381134,-0.22974848747253418,0.14361095428466797,-0.4893043637275696,-0.1129579171538353,2.815786838531494
1667255122293144300,0.399144287109375,-0.957840085029602,-0.09300442785024643,-0.23153741657733917,0.14241835474967957,-0.49272724986076355,-0.11245323717594147,2.8180747032165527
1667255122298102800,0.404102783203125,-0.9575950503349304,-0.09268137067556381,-0.23334825038909912,0.14131709933280945,-0.4961831569671631,-0.11178289353847504,2.82021427154541
1667255122303061200,0.409061279296875,-0.9573370218276978,-0.09231685847043991,-0.2351515293121338,0.1403111070394516,-0.4996209442615509,-0.11099572479724884,2.822190284729004
1667255122308019700,0.414019775390625,-0.9570537209510803,-0.0919131189584732,-0.23701511323451996,0.1393699049949646,-0.5031771659851074,-0.1100882738828659,2.824054479598999
1667255122312978400,0.418978515625,-0.9567326903343201,-0.09148871153593063,-0.2389817237854004,0.138492152094841,-0.506946325302124,-0.10908249765634537,2.8257956504821777
