time,seconds_elapsed,z,y,x
1667255027999665400,0.03066552734375,-0.018446922302246094,-0.01415988802909851,-0.04122591018676758
1667255028004624000,0.035623779296875,-0.009424209594726562,-0.056765004992485046,-0.07320737838745117
1667255028009582300,0.040582275390625,0.023052692413330078,-0.10120499134063721,-0.09556722640991211
1667255028015812400,0.046812255859375,0.02027750015258789,-0.09222909808158875,-0.07802295684814453
1667255028020870400,0.051870361328125,0.017691612243652344,-0.082943394780159,-0.06368732452392578
1667255028025928000,0.056927978515625,0.02035665512084961,-0.08393284678459167,-0.057111263275146484
1667255028030985700,0.06198583984375,0.026994705200195312,-0.08531908690929413,-0.05676746368408203
1667255028036043500,0.06704345703125,0.03590106964111328,-0.0869896411895752,-0.06038856506347656
1667255028041101300,0.072101318359375,0.043297767639160156,-0.08973221480846405,-0.06349563598632812
1667255028046159000,0.0771591796875,0.046484947204589844,0.29379144310951233,0.4466733932495117
1667255028051217000,0.082216796875,-0.020305156707763672,0.14737743139266968,0.48923444747924805
1667255028056274700,0.087274658203125,-0.14960145950317383,0.009678184986114502,0.5374093055725098
1667255028061332500,0.09233251953125,-0.34739208221435547,0.05070081353187561,0.5558414459228516
1667255028066390300,0.097390380859375,-0.6464457511901855,0.24405288696289062,0.5684313774108887
1667255028071448000,0.102447998046875,-0.8978753089904785,0.4267808794975281,0.5529046058654785
1667255028076505900,0.107505859375,-1.0527644157409668,0.4831109642982483,0.41743040084838867
1667255028081563400,0.1125634765625,-1.1547861099243164,0.40439844131469727,0.2095346450805664
1667255028086621200,0.11762109375,-1.1188015937805176,0.20311474800109863,-0.046608924865722656
1667255028091679000,0.122678955078125,-0.9187393188476562,-0.06114166975021362,-0.3123321533203125
1667255028096736800,0.12773681640625,-0.6125788688659668,-0.26400142908096313,-0.48691892623901367
1667255028101794600,0.132794677734375,-0.3254966735839844,-0.2804310917854309,-0.5184965133666992
1667255028106852400,0.137852294921875,-0.26892805099487305,-0.1635330319404602,-0.45113277435302734
1667255028111910100,0.14291015625,-0.335052490234375,-0.029162287712097168,-0.3006887435913086
1667255028116968000,0.147968017578125,-0.3550872802734375,-0.04205048084259033,-0.034478187561035156
1667255028122025700,0.153025634765625,-0.2198352813720703,-0.15351295471191406,0.12571144104003906
1667255028127083500,0.15808349609375,0.06985902786254883,-0.20495682954788208,-0.08196783065795898
1667255028132141300,0.163141357421875,0.29027891159057617,-0.2297077178955078,-0.24248838424682617
1667255028137199000,0.16819921875,0.35766077041625977,-0.17478948831558228,-0.3946957588195801
1667255028142162700,0.17316259765625,0.23854970932006836,-0.09392249584197998,-0.4292893409729004
1667255028147121400,0.178121337890625,0.008160591125488281,0.001033186912536621,-0.36026811599731445
1667255028152080000,0.183079833984375,-0.19251441955566406,0.04472029209136963,-0.28354358673095703
1667255028157038600,0.18803857421875,-0.42908811569213867,0.05793517827987671,-0.17979764938354492
1667255028161997300,0.192997314453125,-0.7658605575561523,-0.007340133190155029,-0.1275959014892578
1667255028166955800,0.197955810546875,-1.0931453704833984,-0.06231874227523804,-0.09885120391845703
1667255028171914500,0.20291455078125,-1.3837776184082031,-0.07209944725036621,-0.07651138305664062
1667255028176873000,0.207873046875,-1.5643224716186523,0.0022662878036499023,-0.12700939178466797
1667255028181831700,0.212831787109375,-1.5105886459350586,0.009052813053131104,-0.18229913711547852
1667255028186790100,0.2177900390625,-1.231489658355713,0.062373220920562744,-0.19609451293945312
1667255028191748900,0.222748779296875,-1.1558170318603516,0.3273470997810364,-0.2346806526184082
1667255028196707300,0.227707275390625,-1.2623920440673828,0.6264320015907288,-0.19380474090576172
1667255028201666000,0.232666015625,-1.5071377754211426,0.8372766375541687,-0.024672985076904297
1667255028206624500,0.23762451171875,-1.8035411834716797,0.8682584166526794,0.20198440551757812
1667255028211583200,0.242583251953125,-1.8683786392211914,0.7479053735733032,0.349700927734375
1667255028216541700,0.247541748046875,-1.6134607791900635,0.5740982294082642,0.3680243492126465
1667255028221500400,0.25250048828125,-1.0067315101623535,0.42106717824935913,0.2871856689453125
